附,服,1,1
不,不,1,0
咦,一,1,1
哦,哦,1,0
鸡,机,1,1
哇,挖,1,1
我,我,1,0
哇,挖,1,1
铝,旅,1,1
嗯,恩,1,1
漁,预,1,1
不,不,1,0
美,没,1,1
错,错,1,0
阿姨,阿姨,2,0
美,没,1,1
无题,物体,2,2
看,看,1,0
竹,主,1,1
竹,主,1,1
爆,保,1,1
困,困,1,0
赞,暂,1,1
走,走,1,0
错,错,1,0
妈,马,1,1
美,没,1,1
壕,好,1,1
错,错,1,0
吃,吃,1,0
呵呵,呵呵,2,0
阿姨,阿姨,2,0
渡,都,1,1
美,没,1,1
绿地,绿地,2,0
尴尬,刚錒,2,2
无锡,无锡,2,0
这,这,1,0
滴滴,弟弟,2,2
格力,隔离,2,2
哼,横,1,1
突发,突发,2,0
造句,造句,2,0
不怕,不怕,2,0
婆婆,婆婆,2,0
滚吧,滚吧,2,0
突发,突发,2,0
马刺,马刺,2,0
科尔,克尔,2,1
于都,鱼肚,2,2
俄媒,峨嵋,2,2
绿地,绿地,2,0
帕耶,怕夜,2,2
这,这,1,0
输了,输了,2,0
婆婆,婆婆,2,0
里皮,里皮,2,0
伊一,意义,2,2
大骂,大骂,2,0
婆婆,婆婆,2,0
假的,家的,2,1
库里,库里,2,0
哼,横,1,1
巨野,据业,2,2
突发,突发,2,0
停,听,1,1
绿地,绿地,2,0
妈祖,马祖,2,1
吉鲁,记录,2,2
期待,期待,2,0
胡歌,胡歌,2,0
绿地,绿地,2,0
橘子,巨资,2,2
司机,四季,2,2
弟弟,弟弟,2,0
绝了,决了,2,1
霸气,霸气,2,0
胖,旁,1,1
物理,物理,2,0
惊,经,1,1
婆婆,婆婆,2,0
妈妈,妈妈,2,0
预测,预测,2,0
绿地,绿地,2,0
儿啊,儿啊,2,0
爱她,爱他,2,1
厉害,厉害,2,0
绿地,绿地,2,0
自此,自此,2,0
钱,前,1,1
妻子,妻子,2,0
福利,福利,2,0
爸爸,爸爸,2,0
茶,查,1,1
预测,预测,2,0
婆婆,婆婆,2,0
大哥,大哥,2,0
妈呀,玛雅,2,2
马塔,骂他,2,2
希尔,写入,2,2
滴滴,弟弟,2,2
滴滴,弟弟,2,2
陆毅,路易,2,2
机滤,纪律,2,2
妻子,妻子,2,0
摩尔,摩尔,2,0
科比,可避,2,2
意外,意外,2,0
大车,打车,2,1
出句,出具,2,1
欧文,欧文,2,0
故事,故事,2,0
对此,对此,2,0
保利,暴力,2,2
泰安,泰安,2,0
出句,出具,2,1
比不起,比不起,3,0
哪有,哪有,2,0
球迷,球迷,2,0
危局,位居,2,2
别怕,别怕,2,0
约吗,跃马,2,2
诗句,视剧,2,2
出句,出具,2,1
甘肃,甘肃,2,0
腿粗,腿粗,2,0
来了,来了,2,0
吴休,无休,2,1
马云,马云,2,0
五月,五月,2,0
我哭了,我哭了,3,0
比惨,比惨,2,0
故事,故事,2,0
球迷,球迷,2,0
各位,各位,2,0
出句,出具,2,1
道夫,到付,2,2
球迷,球迷,2,0
害怕,害怕,2,0
威武,唯物,2,2
何解,何解,2,0
移动,移动,2,0
五杀,误杀,2,1
球迷,球迷,2,0
娶不起,去不起,3,1
鹿晗,鹿晗,2,0
出句,出具,2,1
尴尬,刚錒,2,2
书法,书法,2,0
直击,之际,2,2
舒淇,数器,2,2
武磊,无泪,2,2
跑步,跑步,2,0
鹿晗,鹿晗,2,0
球迷,球迷,2,0
速看,速看,2,0
球迷,球迷,2,0
栽了,在了,2,1
马云,马云,2,0
揭密,解密,2,1
安倍,安倍,2,0
记住,记住,2,0
悲哀,悲哀,2,0
给力,给力,2,0
刘烨,流业,2,2
日本,日本,2,0
活该,活该,2,0
回答,回答,2,0
老婆,老婆,2,0
诗句,视剧,2,2
你好,你好,2,0
故事,故事,2,0
日媒,日美,2,1
美记,没几,2,2
故事,故事,2,0
出句,出具,2,1
注意,注意,2,0
俄方,俄方,2,0
注意,注意,2,0
揭秘,解密,2,2
戛纳,建阿,2,2
故事,故事,2,0
不该,不该,2,0
你退,你推,2,1
白荷,百合,2,2
去了吗,去了吗,3,0
武磊,无泪,2,2
揭秘,解密,2,2
日媒,日美,2,1
严格,养鹅,2,2
喜讯,喜讯,2,0
吴昕,无心,2,2
故事,故事,2,0
老婆,老婆,2,0
日本,日本,2,0
稳了,问了,2,1
注意,注意,2,0
泰安,泰安,2,0
日媒,日美,2,1
李沁,利钦,2,2
闸坡,闸坡,2,0
约吗,跃马,2,2
沪媒,乎没,2,2
球迷,球迷,2,0
大竹,打住,2,2
故事,故事,2,0
粉丝,粉丝,2,0
德媒,的美,2,2
散户,散户,2,0
假的,家的,2,1
称,成,1,1
粉丝,粉丝,2,0
齐秦,齐秦,2,0
垃圾,垃圾,2,0
姚哥,要割,2,2
老婆,老婆,2,0
你好,你好,2,0
别怕,别怕,2,0
大事,大师,2,1
崛起,崛起,2,0
解读,解读,2,0
三亚,三亚,2,0
粉丝,粉丝,2,0
故事,故事,2,0
球迷,球迷,2,0
苏群,苏群,2,0
日媒,日美,2,1
世体,试题,2,2
粉丝,粉丝,2,0
保罗,保罗,2,0
母亲,母亲,2,0
保利,暴力,2,2
球迷,球迷,2,0
尴尬,刚錒,2,2
速派,速派,2,0
对此,对此,2,0
日媒,日美,2,1
球迷,球迷,2,0
马云,马云,2,0
法媒,发霉,2,2
直击,之际,2,2
不送,不送,2,0
猫扑,猫扑,2,0
错的,错的,2,0
上,上,1,0
五月,五月,2,0
戚薇,气味,2,2
出句,出具,2,1
看了,看了,2,0
对此,对此,2,0
粉丝,粉丝,2,0
故事,故事,2,0
喜讯,喜讯,2,0
揭秘,解密,2,2
父亲,父亲,2,0
河南,很安,2,2
葡媒,普梅,2,2
孩子,孩子,2,0
叙媒,须眉,2,2
盖茨,盖茨,2,0
切记,切记,2,0
老婆,老婆,2,0
厉害,厉害,2,0
泪目,类目,2,1
记住,记住,2,0
故事,故事,2,0
媒婆,美破,2,2
别怕,别怕,2,0
注意,注意,2,0
直击,之际,2,2
子曰,子曰,2,0
李念,理念,2,1
散户,散户,2,0
出句,出具,2,1
直击,之际,2,2
注意,注意,2,0
沙特,沙特,2,0
吐槽,吐槽,2,0
花絮,花絮,2,0
诗歌,是个,2,2
媒体,媒体,2,0
故事,故事,2,0
出句,出具,2,1
股民,股民,2,0
你好,你好,2,0
救我,救我,2,0
泽泻,泽泻,2,0
无耻,无耻,2,0
他问,他问,2,0
梅西,没戏,2,2
故事,故事,2,0
值了,指了,2,1
有毒,有毒,2,0
直击,之际,2,2
戚薇,气味,2,2
别信,别信,2,0
给力,给力,2,0
财富,财富,2,0
女人,女人,2,0
媒体,媒体,2,0
李白,礼拜,2,2
尴尬,刚錒,2,2
沂南,阴暗,2,2
故事,故事,2,0
别哭,别哭,2,0
诗句,视剧,2,2
得治,得知,2,1
吓人,吓人,2,0
球迷,球迷,2,0
悬了,选了,2,1
直击,之际,2,2
马云,马云,2,0
机构,机构,2,0
揭秘,解密,2,2
意媒,一枚,2,2
世体,试题,2,2
马云,马云,2,0
故事,故事,2,0
故事,故事,2,0
粉丝,粉丝,2,0
肃南,损安,2,2
美国,美国,2,0
克莱,克莱,2,0
太皮,太皮,2,0
马卡,马卡,2,0
直击,之际,2,2
球迷,球迷,2,0
解答,解答,2,0
滚吧,滚吧,2,0
别急,别急,2,0
尴尬,刚錒,2,2
美呢,美尼,2,1
马云,马云,2,0
这次,这次,2,0
直击,之际,2,2
抖音,抖音,2,0
什么,什么,2,0
济公,技工,2,2
合理吗,河里马,3,3
奥尼尔,奥嗫嚅,3,2
美哭了,眉苦乐,3,3
扩散,扩散,2,0
金婚,筋混,2,2
酹樽,类鐏,2,2
没事,没事,2,0
热点,热点,2,0
海涛,海涛,2,0
骑奇马,奇奇马,3,1
未来,未来,2,0
刘涛,刘涛,2,0
水泥,水泥,2,0
寮步,料布,2,2
买车,买车,2,0
桂林,桂林,2,0
一度茶,一度查,3,1
退群,退群,2,0
哈登,哈登,2,0
扎心,扎心,2,0
小法,效法,2,1
撕得好,死得好,3,1
这回,这回,2,0
干货,干活,2,1
洛瑞,罗瑞,2,1
深度,深度,2,0
买车,买车,2,0
厦门,厦门,2,0
普京,普京,2,0
韩国,韩国,2,0
男友,男友,2,0
莫拉塔,魔邋遢,3,3
反差,反差,2,0
纳达尔,拿大二,3,3
丹霞,丹霞,2,0
国外,国外,2,0
好吃,好吃,2,0
号外,号外,2,0
老铁,老铁,2,0
孩子,孩子,2,0
不交,不叫,2,1
暴雪,暴雪,2,0
行吗,形码,2,2
君越,君越,2,0
侯森,后椮,2,2
打脸,大连,2,2
养眼,养眼,2,0
伊朗,伊朗,2,0
发糖,发烫,2,1
合理吗,河里马,3,3
实拍,实拍,2,0
神医,审议,2,2
陶喆,讨者,2,2
保罗,保罗,2,0
车主,车主,2,0
网易,网易,2,0
玩家,玩家,2,0
炒股,炒股,2,0
明起,名其,2,2
逃犯,逃犯,2,0
佩林,佩林,2,0
孔蒂,空地,2,2
斯马特,司马特,3,1
大吉鲁,大纪录,3,2
二战,二战,2,0
恒大,恒大,2,0
外媒,外媒,2,0
粤媒,越美,2,2
真核,真核,2,0
干货,干活,2,1
华为,化为,2,1
马伊俐,蚂蚁力,3,3
容大,容大,2,0
佳作,佳作,2,0
杨幂,杨幂,2,0
高演,高颜,2,1
鲁哈尼,鲁哈尼,3,0
美媒,妹妹,2,2
教育,教育,2,0
嗯哼,嗯哼,2,0
便宜,便宜,2,0
已看哭,一看哭,3,1
抄袭,抄袭,2,0
赢了,赢了,2,0
安息吧,安息吧,3,0
华为,化为,2,1
薛蟠,雪襻,2,2
亚冠,亚冠,2,0
法方,发放,2,2
帅气,帅气,2,0
好美,好美,2,0
尹卓,引桌,2,2
秦岚,秦岚,2,0
老师,老师,2,0
提锡壶,体系户,3,3
您好,您好,2,0
驾考,驾考,2,0
干货,干活,2,1
热热热,热热热,3,0
蒙阴,梦因,2,2
纽约,纽约,2,0
土了吧,吐了吧,3,1
竞技,经济,2,2
伊朗,伊朗,2,0
舅舅,久久,2,2
好欠,好钱,2,1
是梦,是梦,2,0
外媒,外媒,2,0
调皮,调皮,2,0
玩家,玩家,2,0
巴克利,巴克力,3,1
午评,物评,2,1
亚冠,亚冠,2,0
韩媒,韩美,2,1
别大意,别打一,3,2
保罗,保罗,2,0
毕业季,毕业技,3,1
真美,真美,2,0
韩媒,韩美,2,1
杨幂,杨幂,2,0
新规,新规,2,0
严查,严查,2,0
未来,未来,2,0
以特币,以特币,3,0
干货,干活,2,1
美国,美国,2,0
好吃,好吃,2,0
外媒,外媒,2,0
千玺,前夕,2,2
外媒,外媒,2,0
粤媒,越美,2,2
深夜,深夜,2,0
合理吗,河里马,3,3
打脸,大连,2,2
客厅,客厅,2,0
美媒,妹妹,2,2
今晚,今晚,2,0
果然,果然,2,0
马斯克,马斯科,3,1
麦考,卖烤,2,2
金华,进化,2,2
钱穆,千亩,2,2
周末,周末,2,0
洛瑞,罗瑞,2,1
即日起,几日期,3,2
为啥,为啥,2,0
问你爸,问你把,3,1
美媒,妹妹,2,2
拉肚子,拉肚子,3,0
外军,外军,2,0
西藏,西藏,2,0
厄加特,恶加特,3,1
沐阳,牧羊,2,2
卫报,为宝,2,2
孙越,孙悦,2,1
女兵,女兵,2,0
华为,化为,2,1
女神,女神,2,0
雷军,雷军,2,0
刘斌,刘斌,2,0
二战,二战,2,0
点赞,点赞,2,0
读懂,读懂,2,0
太浪,太郎,2,1
恭喜,恭喜,2,0
看仔细,看仔细,3,0
布朗,布朗,2,0
期待吗,期待吗,3,0
古浪,鼓浪,2,1
老罗,老罗,2,0
炸飞,扎菲,2,2
美媒,妹妹,2,2
天哪,天那,2,1
美国,美国,2,0
诈尸,扎实,2,2
最高,最高,2,0
实拍,实拍,2,0
澳洲,澳洲,2,0
西方,系方,2,1
扩散,扩散,2,0
我的家,我的家,3,0
殷桃,殷桃,2,0
石头,石头,2,0
倪萍,你平,2,2
俄罗斯,俄罗斯,3,0
锐志,锐志,2,0
拜仁,百人,2,2
神奇,神奇,2,0
最新,最新,2,0
北美,北美,2,0
高考,高考,2,0
庸俗,庸俗,2,0
莫里斯,魔力四,3,3
做人,作人,2,1
够拼,构聘,2,2
我不服,我不符,3,1
又有,又有,2,0
美媒,妹妹,2,2
金婚,筋混,2,2
辛酸,心酸,2,1
公牛,公牛,2,0
佳作,佳作,2,0
哈登,哈登,2,0
导演,导演,2,0
习惯,习惯,2,0
王鸥,王鸥,2,0
探探,谈谈,2,2
警惕,警惕,2,0
恒大,恒大,2,0
何妈妈,和妈妈,3,1
干货,干活,2,1
帅气,帅气,2,0
泪奔,泪奔,2,0
恩比德,恩比得,3,1
毕业季,毕业技,3,1
警惕,警惕,2,0
洛瑞,罗瑞,2,1
戏精,洗净,2,2
踢得好,踢得好,3,0
大司马,大司马,3,0
养鸭,养鸭,2,0
课堂,课堂,2,0
雀搜,却蓃,2,2
什么,什么,2,0
你好,你好,2,0
我的锁,我的所,3,1
惊奇,惊奇,2,0
老罗,老罗,2,0
福建,附件,2,2
陈赫,陈赫,2,0
慌了,晃了,2,1
博努奇,博怒气,3,2
拜托,摆脱,2,2
我爱你,我爱你,3,0
奥巴马,奥巴马,3,0
巧合,巧合,2,0
洛瑞,罗瑞,2,1
老猫,老猫,2,0
昨晚,昨晚,2,0
保罗,保罗,2,0
最新,最新,2,0
佳作,佳作,2,0
不错哦,不错哦,3,0
互动,互动,2,0
系统,系统,2,0
旗舰,期间,2,2
暗影,暗影,2,0
潜伏,潜伏,2,0
老板,老板,2,0
漫画,漫画,2,0
扎心,扎心,2,0
快讯,快讯,2,0
网友,网游,2,1
下联,下联,2,0
厉害了,厉害了,3,0
宁夏,宁夏,2,0
网友,网游,2,1
网友,网游,2,1
下联,下联,2,0
对联,对联,2,0
下联,下联,2,0
下联,下联,2,0
网友,网游,2,1
王彬,王斌,2,1
网友,网游,2,1
笑死了,笑死了,3,0
网友,网游,2,1
危险,危险,2,0
网友,网游,2,1
下联,下联,2,0
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
下联,下联,2,0
对联,对联,2,0
网友,网游,2,1
网友,网游,2,1
尴尬了,刚阿勒,3,3
诺伊尔,诺伊尔,3,0
对联,对联,2,0
网友,网游,2,1
最快,最快,2,0
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
下联,下联,2,0
网友,网游,2,1
起风了,启封了,3,2
下联,下联,2,0
网友,网游,2,1
网友,网游,2,1
吴亦凡,无疑犯,3,3
网友,网游,2,1
网友,网游,2,1
太美了,太没了,3,1
面粉,面粉,2,0
太美啦,太美啦,3,0
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
你几岁,你几岁,3,0
网友,网游,2,1
网友,网游,2,1
速度快,速度快,3,0
他捐的,她捐的,3,1
王爷,网页,2,2
网友,网游,2,1
网友,网游,2,1
加拿大,建阿达,3,3
网友,网游,2,1
答案是,答案室,3,1
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
电信,电信,2,0
你的美,你的美,3,0
要有度,要有毒,3,1
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
挖比特币,挖比特币,4,0
网友,网游,2,1
网友,网游,2,1
网友,网游,2,1
乘客,乘客,2,0
网友,网游,2,1
网友,网游,2,1
我信了,我心乐,3,2
川西,喘息,2,2
不自驾,不自家,3,1
网友,网游,2,1
